raceId,season,round,raceName,date,circuitId,circuitName,country,lat,lng
1976_11,1976,11,Austrian Grand Prix,1976-08-15,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1976_12,1976,12,Dutch Grand Prix,1976-08-29,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1976_13,1976,13,Italian Grand Prix,1976-09-12,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1976_14,1976,14,Canadian Grand Prix,1976-10-03,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1976_15,1976,15,United States Grand Prix,1976-10-10,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1976_16,1976,16,Japanese Grand Prix,1976-10-24,fuji,Fuji Speedway,Japan,35.3717,138.927
1977_1,1977,1,Argentine Grand Prix,1977-01-09,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1977_2,1977,2,Brazilian Grand Prix,1977-01-23,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1977_3,1977,3,South African Grand Prix,1977-03-05,kyalami,Kyalami,South Africa,-25.9894,28.0767
1977_4,1977,4,United States Grand Prix West,1977-04-03,long_beach,Long Beach,USA,33.7651,-118.189
1977_5,1977,5,Spanish Grand Prix,1977-05-08,jarama,Jarama,Spain,40.6171,-3.58558
1977_6,1977,6,Monaco Grand Prix,1977-05-22,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1977_7,1977,7,Belgian Grand Prix,1977-06-05,zolder,Zolder,Belgium,50.9894,5.25694
1977_8,1977,8,Swedish Grand Prix,1977-06-19,anderstorp,Scandinavian Raceway,Sweden,57.2653,13.6042
1977_9,1977,9,French Grand Prix,1977-07-03,dijon,Dijon-Prenois,France,47.3625,4.89913
1977_10,1977,10,British Grand Prix,1977-07-16,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1977_11,1977,11,German Grand Prix,1977-07-31,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1977_12,1977,12,Austrian Grand Prix,1977-08-14,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1977_13,1977,13,Dutch Grand Prix,1977-08-28,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1977_14,1977,14,Italian Grand Prix,1977-09-11,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1977_15,1977,15,United States Grand Prix,1977-10-02,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1977_16,1977,16,Canadian Grand Prix,1977-10-09,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1977_17,1977,17,Japanese Grand Prix,1977-10-23,fuji,Fuji Speedway,Japan,35.3717,138.927
1978_1,1978,1,Argentine Grand Prix,1978-01-15,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1978_2,1978,2,Brazilian Grand Prix,1978-01-29,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1978_3,1978,3,South African Grand Prix,1978-03-04,kyalami,Kyalami,South Africa,-25.9894,28.0767
1978_4,1978,4,United States Grand Prix West,1978-04-02,long_beach,Long Beach,USA,33.7651,-118.189
1978_5,1978,5,Monaco Grand Prix,1978-05-07,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1978_6,1978,6,Belgian Grand Prix,1978-05-21,zolder,Zolder,Belgium,50.9894,5.25694
1978_7,1978,7,Spanish Grand Prix,1978-06-04,jarama,Jarama,Spain,40.6171,-3.58558
1978_8,1978,8,Swedish Grand Prix,1978-06-17,anderstorp,Scandinavian Raceway,Sweden,57.2653,13.6042
1978_9,1978,9,French Grand Prix,1978-07-02,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1978_10,1978,10,British Grand Prix,1978-07-16,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1978_11,1978,11,German Grand Prix,1978-07-30,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1978_12,1978,12,Austrian Grand Prix,1978-08-13,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1978_13,1978,13,Dutch Grand Prix,1978-08-27,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1978_14,1978,14,Italian Grand Prix,1978-09-10,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1978_15,1978,15,United States Grand Prix,1978-10-01,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1978_16,1978,16,Canadian Grand Prix,1978-10-08,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1979_1,1979,1,Argentine Grand Prix,1979-01-21,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1979_2,1979,2,Brazilian Grand Prix,1979-02-04,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1979_3,1979,3,South African Grand Prix,1979-03-03,kyalami,Kyalami,South Africa,-25.9894,28.0767
1979_4,1979,4,United States Grand Prix West,1979-04-08,long_beach,Long Beach,USA,33.7651,-118.189
1979_5,1979,5,Spanish Grand Prix,1979-04-29,jarama,Jarama,Spain,40.6171,-3.58558
1979_6,1979,6,Belgian Grand Prix,1979-05-13,zolder,Zolder,Belgium,50.9894,5.25694
1979_7,1979,7,Monaco Grand Prix,1979-05-27,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1979_8,1979,8,French Grand Prix,1979-07-01,dijon,Dijon-Prenois,France,47.3625,4.89913
1979_9,1979,9,British Grand Prix,1979-07-14,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1979_10,1979,10,German Grand Prix,1979-07-29,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1979_11,1979,11,Austrian Grand Prix,1979-08-12,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1979_12,1979,12,Dutch Grand Prix,1979-08-26,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1979_13,1979,13,Italian Grand Prix,1979-09-09,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1979_14,1979,14,Canadian Grand Prix,1979-09-30,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1979_15,1979,15,United States Grand Prix,1979-10-07,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1980_1,1980,1,Argentine Grand Prix,1980-01-13,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1980_2,1980,2,Brazilian Grand Prix,1980-01-27,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1980_3,1980,3,South African Grand Prix,1980-03-01,kyalami,Kyalami,South Africa,-25.9894,28.0767
1980_4,1980,4,United States Grand Prix West,1980-03-30,long_beach,Long Beach,USA,33.7651,-118.189
1980_5,1980,5,Belgian Grand Prix,1980-05-04,zolder,Zolder,Belgium,50.9894,5.25694
1980_6,1980,6,Monaco Grand Prix,1980-05-18,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1980_7,1980,7,French Grand Prix,1980-06-29,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1980_8,1980,8,British Grand Prix,1980-07-13,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1980_9,1980,9,German Grand Prix,1980-08-10,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1980_10,1980,10,Austrian Grand Prix,1980-08-17,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1980_11,1980,11,Dutch Grand Prix,1980-08-31,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1980_12,1980,12,Italian Grand Prix,1980-09-14,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1980_13,1980,13,Canadian Grand Prix,1980-09-28,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1980_14,1980,14,United States Grand Prix,1980-10-05,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1981_1,1981,1,United States Grand Prix West,1981-03-15,long_beach,Long Beach,USA,33.7651,-118.189
1981_2,1981,2,Brazilian Grand Prix,1981-03-29,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1981_3,1981,3,Argentine Grand Prix,1981-04-12,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1981_4,1981,4,San Marino Grand Prix,1981-05-03,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1981_5,1981,5,Belgian Grand Prix,1981-05-17,zolder,Zolder,Belgium,50.9894,5.25694
1981_6,1981,6,Monaco Grand Prix,1981-05-31,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1981_7,1981,7,Spanish Grand Prix,1981-06-21,jarama,Jarama,Spain,40.6171,-3.58558
1981_8,1981,8,French Grand Prix,1981-07-05,dijon,Dijon-Prenois,France,47.3625,4.89913
1981_9,1981,9,British Grand Prix,1981-07-18,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1981_10,1981,10,German Grand Prix,1981-08-02,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1981_11,1981,11,Austrian Grand Prix,1981-08-16,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1981_12,1981,12,Dutch Grand Prix,1981-08-30,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1981_13,1981,13,Italian Grand Prix,1981-09-13,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1981_14,1981,14,Canadian Grand Prix,1981-09-27,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1981_15,1981,15,Caesars Palace Grand Prix,1981-10-17,las_vegas,Las Vegas Street Circuit,USA,36.1162,-115.174
1982_1,1982,1,South African Grand Prix,1982-01-23,kyalami,Kyalami,South Africa,-25.9894,28.0767
1982_2,1982,2,Brazilian Grand Prix,1982-03-21,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1982_3,1982,3,United States Grand Prix West,1982-04-04,long_beach,Long Beach,USA,33.7651,-118.189
1982_4,1982,4,San Marino Grand Prix,1982-04-25,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1982_5,1982,5,Belgian Grand Prix,1982-05-09,zolder,Zolder,Belgium,50.9894,5.25694
1982_6,1982,6,Monaco Grand Prix,1982-05-23,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1982_7,1982,7,Detroit Grand Prix,1982-06-06,detroit,Detroit Street Circuit,USA,42.3298,-83.0401
1982_8,1982,8,Canadian Grand Prix,1982-06-13,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1982_9,1982,9,Dutch Grand Prix,1982-07-03,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1982_10,1982,10,British Grand Prix,1982-07-18,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1982_11,1982,11,French Grand Prix,1982-07-25,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1982_12,1982,12,German Grand Prix,1982-08-08,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1982_13,1982,13,Austrian Grand Prix,1982-08-15,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1982_14,1982,14,Swiss Grand Prix,1982-08-29,dijon,Dijon-Prenois,France,47.3625,4.89913
1982_15,1982,15,Italian Grand Prix,1982-09-12,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1982_16,1982,16,Caesars Palace Grand Prix,1982-09-25,las_vegas,Las Vegas Street Circuit,USA,36.1162,-115.174
1983_1,1983,1,Brazilian Grand Prix,1983-03-13,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1983_2,1983,2,United States Grand Prix West,1983-03-27,long_beach,Long Beach,USA,33.7651,-118.189
1983_3,1983,3,French Grand Prix,1983-04-17,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1983_4,1983,4,San Marino Grand Prix,1983-05-01,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1983_5,1983,5,Monaco Grand Prix,1983-05-15,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1983_6,1983,6,Belgian Grand Prix,1983-05-22,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1983_7,1983,7,Detroit Grand Prix,1983-06-05,detroit,Detroit Street Circuit,USA,42.3298,-83.0401
1983_8,1983,8,Canadian Grand Prix,1983-06-12,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1983_9,1983,9,British Grand Prix,1983-07-16,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1983_10,1983,10,German Grand Prix,1983-08-07,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1983_11,1983,11,Austrian Grand Prix,1983-08-14,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1983_12,1983,12,Dutch Grand Prix,1983-08-28,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1983_13,1983,13,Italian Grand Prix,1983-09-11,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1983_14,1983,14,European Grand Prix,1983-09-25,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1983_15,1983,15,South African Grand Prix,1983-10-15,kyalami,Kyalami,South Africa,-25.9894,28.0767
1984_1,1984,1,Brazilian Grand Prix,1984-03-25,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1984_2,1984,2,South African Grand Prix,1984-04-07,kyalami,Kyalami,South Africa,-25.9894,28.0767
1984_3,1984,3,Belgian Grand Prix,1984-04-29,zolder,Zolder,Belgium,50.9894,5.25694
1984_4,1984,4,San Marino Grand Prix,1984-05-06,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1984_5,1984,5,French Grand Prix,1984-05-20,dijon,Dijon-Prenois,France,47.3625,4.89913
1984_6,1984,6,Monaco Grand Prix,1984-06-03,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1984_7,1984,7,Canadian Grand Prix,1984-06-17,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1984_8,1984,8,Detroit Grand Prix,1984-06-24,detroit,Detroit Street Circuit,USA,42.3298,-83.0401
1984_9,1984,9,Dallas Grand Prix,1984-07-08,dallas,Fair Park,USA,32.7774,-96.7587
1984_10,1984,10,British Grand Prix,1984-07-22,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1984_11,1984,11,German Grand Prix,1984-08-05,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1984_12,1984,12,Austrian Grand Prix,1984-08-19,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1984_13,1984,13,Dutch Grand Prix,1984-08-26,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1984_14,1984,14,Italian Grand Prix,1984-09-09,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1984_15,1984,15,European Grand Prix,1984-10-07,nurburgring,Nürburgring,Germany,50.3356,6.9475
1984_16,1984,16,Portuguese Grand Prix,1984-10-21,estoril,Autódromo do Estoril,Portugal,38.7506,-9.39417
1985_1,1985,1,Brazilian Grand Prix,1985-04-07,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1985_2,1985,2,Portuguese Grand Prix,1985-04-21,estoril,Autódromo do Estoril,Portugal,38.7506,-9.39417
1985_3,1985,3,San Marino Grand Prix,1985-05-05,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1985_4,1985,4,Monaco Grand Prix,1985-05-19,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1985_5,1985,5,Canadian Grand Prix,1985-06-16,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1985_6,1985,6,Detroit Grand Prix,1985-06-23,detroit,Detroit Street Circuit,USA,42.3298,-83.0401
1985_7,1985,7,French Grand Prix,1985-07-07,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1985_8,1985,8,British Grand Prix,1985-07-21,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1985_9,1985,9,German Grand Prix,1985-08-04,nurburgring,Nürburgring,Germany,50.3356,6.9475
1985_10,1985,10,Austrian Grand Prix,1985-08-18,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1985_11,1985,11,Dutch Grand Prix,1985-08-25,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1985_12,1985,12,Italian Grand Prix,1985-09-08,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1985_13,1985,13,Belgian Grand Prix,1985-09-15,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1985_14,1985,14,European Grand Prix,1985-10-06,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1985_15,1985,15,South African Grand Prix,1985-10-19,kyalami,Kyalami,South Africa,-25.9894,28.0767
1985_16,1985,16,Australian Grand Prix,1985-11-03,adelaide,Adelaide Street Circuit,Australia,-34.9272,138.617
1986_1,1986,1,Brazilian Grand Prix,1986-03-23,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1986_2,1986,2,Spanish Grand Prix,1986-04-13,jerez,Circuito de Jerez,Spain,36.7083,-6.03417
1986_3,1986,3,San Marino Grand Prix,1986-04-27,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1986_4,1986,4,Monaco Grand Prix,1986-05-11,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1986_5,1986,5,Belgian Grand Prix,1986-05-25,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1986_6,1986,6,Canadian Grand Prix,1986-06-15,villeneuve,Circuit Gilles Villeneuve,Canada,45.5,-73.5228
1986_7,1986,7,Detroit Grand Prix,1986-06-22,detroit,Detroit Street Circuit,USA,42.3298,-83.0401
1986_8,1986,8,French Grand Prix,1986-07-06,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1986_9,1986,9,British Grand Prix,1986-07-13,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1986_10,1986,10,German Grand Prix,1986-07-27,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1986_11,1986,11,Hungarian Grand Prix,1986-08-10,hungaroring,Hungaroring,Hungary,47.5789,19.2486
1986_12,1986,12,Austrian Grand Prix,1986-08-17,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1986_13,1986,13,Italian Grand Prix,1986-09-07,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1986_14,1986,14,Portuguese Grand Prix,1986-09-21,estoril,Autódromo do Estoril,Portugal,38.7506,-9.39417
1986_15,1986,15,Mexican Grand Prix,1986-10-12,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1986_16,1986,16,Australian Grand Prix,1986-10-26,adelaide,Adelaide Street Circuit,Australia,-34.9272,138.617
1987_1,1987,1,Brazilian Grand Prix,1987-04-12,jacarepagua,Autódromo Internacional Nelson Piquet,Brazil,-22.9756,-43.395
1987_2,1987,2,San Marino Grand Prix,1987-05-03,imola,Autodromo Enzo e Dino Ferrari,Italy,44.3439,11.7167
1987_3,1987,3,Belgian Grand Prix,1987-05-17,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1987_4,1987,4,Monaco Grand Prix,1987-05-31,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1987_5,1987,5,Detroit Grand Prix,1987-06-21,detroit,Detroit Street Circuit,USA,42.3298,-83.0401
1987_6,1987,6,French Grand Prix,1987-07-05,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1987_7,1987,7,British Grand Prix,1987-07-12,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1987_8,1987,8,German Grand Prix,1987-07-26,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1987_9,1987,9,Hungarian Grand Prix,1987-08-09,hungaroring,Hungaroring,Hungary,47.5789,19.2486
1987_10,1987,10,Austrian Grand Prix,1987-08-16,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
