raceId,season,round,raceName,date,circuitId,circuitName,country,lat,lng
1953_8,1953,8,Swiss Grand Prix,1953-08-23,bremgarten,Circuit Bremgarten,Switzerland,46.9589,7.40194
1953_9,1953,9,Italian Grand Prix,1953-09-13,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1954_1,1954,1,Argentine Grand Prix,1954-01-17,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1954_2,1954,2,Indianapolis 500,1954-05-31,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1954_3,1954,3,Belgian Grand Prix,1954-06-20,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1954_4,1954,4,French Grand Prix,1954-07-04,reims,Reims-Gueux,France,49.2542,3.93083
1954_5,1954,5,British Grand Prix,1954-07-17,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1954_6,1954,6,German Grand Prix,1954-08-01,nurburgring,Nürburgring,Germany,50.3356,6.9475
1954_7,1954,7,Swiss Grand Prix,1954-08-22,bremgarten,Circuit Bremgarten,Switzerland,46.9589,7.40194
1954_8,1954,8,Italian Grand Prix,1954-09-05,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1954_9,1954,9,Spanish Grand Prix,1954-10-24,pedralbes,Circuit de Pedralbes,Spain,41.3903,2.11667
1955_1,1955,1,Argentine Grand Prix,1955-01-16,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1955_2,1955,2,Monaco Grand Prix,1955-05-22,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1955_3,1955,3,Indianapolis 500,1955-05-30,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1955_4,1955,4,Belgian Grand Prix,1955-06-05,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1955_5,1955,5,Dutch Grand Prix,1955-06-19,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1955_6,1955,6,British Grand Prix,1955-07-16,aintree,Aintree,UK,53.4769,-2.94056
1955_7,1955,7,Italian Grand Prix,1955-09-11,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1956_1,1956,1,Argentine Grand Prix,1956-01-22,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1956_2,1956,2,Monaco Grand Prix,1956-05-13,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1956_3,1956,3,Indianapolis 500,1956-05-30,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1956_4,1956,4,Belgian Grand Prix,1956-06-03,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1956_5,1956,5,French Grand Prix,1956-07-01,reims,Reims-Gueux,France,49.2542,3.93083
1956_6,1956,6,British Grand Prix,1956-07-14,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1956_7,1956,7,German Grand Prix,1956-08-05,nurburgring,Nürburgring,Germany,50.3356,6.9475
1956_8,1956,8,Italian Grand Prix,1956-09-02,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1957_1,1957,1,Argentine Grand Prix,1957-01-13,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1957_2,1957,2,Monaco Grand Prix,1957-05-19,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1957_3,1957,3,Indianapolis 500,1957-05-30,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1957_4,1957,4,French Grand Prix,1957-07-07,essarts,Rouen-Les-Essarts,France,49.3306,1.00458
1957_5,1957,5,British Grand Prix,1957-07-20,aintree,Aintree,UK,53.4769,-2.94056
1957_6,1957,6,German Grand Prix,1957-08-04,nurburgring,Nürburgring,Germany,50.3356,6.9475
1957_7,1957,7,Pescara Grand Prix,1957-08-18,pescara,Pescara Circuit,Italy,42.475,14.1508
1957_8,1957,8,Italian Grand Prix,1957-09-08,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1958_1,1958,1,Argentine Grand Prix,1958-01-19,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1958_2,1958,2,Monaco Grand Prix,1958-05-18,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1958_3,1958,3,Dutch Grand Prix,1958-05-26,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1958_4,1958,4,Indianapolis 500,1958-05-30,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1958_5,1958,5,Belgian Grand Prix,1958-06-15,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1958_6,1958,6,French Grand Prix,1958-07-06,reims,Reims-Gueux,France,49.2542,3.93083
1958_7,1958,7,British Grand Prix,1958-07-19,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1958_8,1958,8,German Grand Prix,1958-08-03,nurburgring,Nürburgring,Germany,50.3356,6.9475
1958_9,1958,9,Portuguese Grand Prix,1958-08-24,boavista,Circuito da Boavista,Portugal,41.1705,-8.67325
1958_10,1958,10,Italian Grand Prix,1958-09-07,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1958_11,1958,11,Moroccan Grand Prix,1958-10-19,ain-diab,Ain Diab,Morocco,33.5786,-7.6875
1959_1,1959,1,Monaco Grand Prix,1959-05-10,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1959_2,1959,2,Indianapolis 500,1959-05-30,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1959_3,1959,3,Dutch Grand Prix,1959-05-31,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1959_4,1959,4,French Grand Prix,1959-07-05,reims,Reims-Gueux,France,49.2542,3.93083
1959_5,1959,5,British Grand Prix,1959-07-18,aintree,Aintree,UK,53.4769,-2.94056
1959_6,1959,6,German Grand Prix,1959-08-02,avus,AVUS,Germany,52.4806,13.2514
1959_7,1959,7,Portuguese Grand Prix,1959-08-23,monsanto,Monsanto Park Circuit,Portugal,38.7197,-9.20306
1959_8,1959,8,Italian Grand Prix,1959-09-13,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1959_9,1959,9,United States Grand Prix,1959-12-12,sebring,Sebring International Raceway,USA,27.4547,-81.3483
1960_1,1960,1,Argentine Grand Prix,1960-02-07,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1960_2,1960,2,Monaco Grand Prix,1960-05-29,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1960_3,1960,3,Indianapolis 500,1960-05-30,indianapolis,Indianapolis Motor Speedway,USA,39.795,-86.2347
1960_4,1960,4,Dutch Grand Prix,1960-06-06,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1960_5,1960,5,Belgian Grand Prix,1960-06-19,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1960_6,1960,6,French Grand Prix,1960-07-03,reims,Reims-Gueux,France,49.2542,3.93083
1960_7,1960,7,British Grand Prix,1960-07-16,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1960_8,1960,8,Portuguese Grand Prix,1960-08-14,boavista,Circuito da Boavista,Portugal,41.1705,-8.67325
1960_9,1960,9,Italian Grand Prix,1960-09-04,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1960_10,1960,10,United States Grand Prix,1960-11-20,riverside,Riverside International Raceway,USA,33.937,-117.273
1961_1,1961,1,Monaco Grand Prix,1961-05-14,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1961_2,1961,2,Dutch Grand Prix,1961-05-22,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1961_3,1961,3,Belgian Grand Prix,1961-06-18,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1961_4,1961,4,French Grand Prix,1961-07-02,reims,Reims-Gueux,France,49.2542,3.93083
1961_5,1961,5,British Grand Prix,1961-07-15,aintree,Aintree,UK,53.4769,-2.94056
1961_6,1961,6,German Grand Prix,1961-08-06,nurburgring,Nürburgring,Germany,50.3356,6.9475
1961_7,1961,7,Italian Grand Prix,1961-09-10,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1961_8,1961,8,United States Grand Prix,1961-10-08,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1962_1,1962,1,Dutch Grand Prix,1962-05-20,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1962_2,1962,2,Monaco Grand Prix,1962-06-03,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1962_3,1962,3,Belgian Grand Prix,1962-06-17,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1962_4,1962,4,French Grand Prix,1962-07-08,essarts,Rouen-Les-Essarts,France,49.3306,1.00458
1962_5,1962,5,British Grand Prix,1962-07-21,aintree,Aintree,UK,53.4769,-2.94056
1962_6,1962,6,German Grand Prix,1962-08-05,nurburgring,Nürburgring,Germany,50.3356,6.9475
1962_7,1962,7,Italian Grand Prix,1962-09-16,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1962_8,1962,8,United States Grand Prix,1962-10-07,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1962_9,1962,9,South African Grand Prix,1962-12-29,george,Prince George Circuit,South Africa,-33.0486,27.8736
1963_1,1963,1,Monaco Grand Prix,1963-05-26,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1963_2,1963,2,Belgian Grand Prix,1963-06-09,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1963_3,1963,3,Dutch Grand Prix,1963-06-23,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1963_4,1963,4,French Grand Prix,1963-06-30,reims,Reims-Gueux,France,49.2542,3.93083
1963_5,1963,5,British Grand Prix,1963-07-20,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1963_6,1963,6,German Grand Prix,1963-08-04,nurburgring,Nürburgring,Germany,50.3356,6.9475
1963_7,1963,7,Italian Grand Prix,1963-09-08,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1963_8,1963,8,United States Grand Prix,1963-10-06,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1963_9,1963,9,Mexican Grand Prix,1963-10-27,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1963_10,1963,10,South African Grand Prix,1963-12-28,george,Prince George Circuit,South Africa,-33.0486,27.8736
1964_1,1964,1,Monaco Grand Prix,1964-05-10,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1964_2,1964,2,Dutch Grand Prix,1964-05-24,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1964_3,1964,3,Belgian Grand Prix,1964-06-14,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1964_4,1964,4,French Grand Prix,1964-06-28,essarts,Rouen-Les-Essarts,France,49.3306,1.00458
1964_5,1964,5,British Grand Prix,1964-07-11,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1964_6,1964,6,German Grand Prix,1964-08-02,nurburgring,Nürburgring,Germany,50.3356,6.9475
1964_7,1964,7,Austrian Grand Prix,1964-08-23,zeltweg,Zeltweg,Austria,47.2039,14.7478
1964_8,1964,8,Italian Grand Prix,1964-09-06,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1964_9,1964,9,United States Grand Prix,1964-10-04,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1964_10,1964,10,Mexican Grand Prix,1964-10-25,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1965_1,1965,1,South African Grand Prix,1965-01-01,george,Prince George Circuit,South Africa,-33.0486,27.8736
1965_2,1965,2,Monaco Grand Prix,1965-05-30,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1965_3,1965,3,Belgian Grand Prix,1965-06-13,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1965_4,1965,4,French Grand Prix,1965-06-27,charade,Charade Circuit,France,45.7472,3.03889
1965_5,1965,5,British Grand Prix,1965-07-10,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1965_6,1965,6,Dutch Grand Prix,1965-07-18,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1965_7,1965,7,German Grand Prix,1965-08-01,nurburgring,Nürburgring,Germany,50.3356,6.9475
1965_8,1965,8,Italian Grand Prix,1965-09-12,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1965_9,1965,9,United States Grand Prix,1965-10-03,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1965_10,1965,10,Mexican Grand Prix,1965-10-24,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1966_1,1966,1,Monaco Grand Prix,1966-05-22,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1966_2,1966,2,Belgian Grand Prix,1966-06-12,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1966_3,1966,3,French Grand Prix,1966-07-03,reims,Reims-Gueux,France,49.2542,3.93083
1966_4,1966,4,British Grand Prix,1966-07-16,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1966_5,1966,5,Dutch Grand Prix,1966-07-24,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1966_6,1966,6,German Grand Prix,1966-08-07,nurburgring,Nürburgring,Germany,50.3356,6.9475
1966_7,1966,7,Italian Grand Prix,1966-09-04,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1966_8,1966,8,United States Grand Prix,1966-10-02,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1966_9,1966,9,Mexican Grand Prix,1966-10-23,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1967_1,1967,1,South African Grand Prix,1967-01-02,kyalami,Kyalami,South Africa,-25.9894,28.0767
1967_2,1967,2,Monaco Grand Prix,1967-05-07,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1967_3,1967,3,Dutch Grand Prix,1967-06-04,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1967_4,1967,4,Belgian Grand Prix,1967-06-18,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1967_5,1967,5,French Grand Prix,1967-07-02,lemans,Le Mans,France,47.95,0.224231
1967_6,1967,6,British Grand Prix,1967-07-15,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1967_7,1967,7,German Grand Prix,1967-08-06,nurburgring,Nürburgring,Germany,50.3356,6.9475
1967_8,1967,8,Canadian Grand Prix,1967-08-27,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1967_9,1967,9,Italian Grand Prix,1967-09-10,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1967_10,1967,10,United States Grand Prix,1967-10-01,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1967_11,1967,11,Mexican Grand Prix,1967-10-22,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1968_1,1968,1,South African Grand Prix,1968-01-01,kyalami,Kyalami,South Africa,-25.9894,28.0767
1968_2,1968,2,Spanish Grand Prix,1968-05-12,jarama,Jarama,Spain,40.6171,-3.58558
1968_3,1968,3,Monaco Grand Prix,1968-05-26,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1968_4,1968,4,Belgian Grand Prix,1968-06-09,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1968_5,1968,5,Dutch Grand Prix,1968-06-23,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1968_6,1968,6,French Grand Prix,1968-07-07,essarts,Rouen-Les-Essarts,France,49.3306,1.00458
1968_7,1968,7,British Grand Prix,1968-07-20,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1968_8,1968,8,German Grand Prix,1968-08-04,nurburgring,Nürburgring,Germany,50.3356,6.9475
1968_9,1968,9,Italian Grand Prix,1968-09-08,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1968_10,1968,10,Canadian Grand Prix,1968-09-22,tremblant,Circuit Mont-Tremblant,Canada,46.1877,-74.6099
1968_11,1968,11,United States Grand Prix,1968-10-06,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1968_12,1968,12,Mexican Grand Prix,1968-11-03,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1969_1,1969,1,South African Grand Prix,1969-03-01,kyalami,Kyalami,South Africa,-25.9894,28.0767
1969_2,1969,2,Spanish Grand Prix,1969-05-04,montjuic,Montjuïc,Spain,41.3664,2.15167
1969_3,1969,3,Monaco Grand Prix,1969-05-18,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1969_4,1969,4,Dutch Grand Prix,1969-06-21,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1969_5,1969,5,French Grand Prix,1969-07-06,charade,Charade Circuit,France,45.7472,3.03889
1969_6,1969,6,British Grand Prix,1969-07-19,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1969_7,1969,7,German Grand Prix,1969-08-03,nurburgring,Nürburgring,Germany,50.3356,6.9475
1969_8,1969,8,Italian Grand Prix,1969-09-07,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1969_9,1969,9,Canadian Grand Prix,1969-09-20,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1969_10,1969,10,United States Grand Prix,1969-10-05,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1969_11,1969,11,Mexican Grand Prix,1969-10-19,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1970_1,1970,1,South African Grand Prix,1970-03-07,kyalami,Kyalami,South Africa,-25.9894,28.0767
1970_2,1970,2,Spanish Grand Prix,1970-04-19,jarama,Jarama,Spain,40.6171,-3.58558
1970_3,1970,3,Monaco Grand Prix,1970-05-10,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1970_4,1970,4,Belgian Grand Prix,1970-06-07,spa,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139
1970_5,1970,5,Dutch Grand Prix,1970-06-21,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1970_6,1970,6,French Grand Prix,1970-07-05,charade,Charade Circuit,France,45.7472,3.03889
1970_7,1970,7,British Grand Prix,1970-07-18,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1970_8,1970,8,German Grand Prix,1970-08-02,hockenheimring,Hockenheimring,Germany,49.3278,8.56583
1970_9,1970,9,Austrian Grand Prix,1970-08-16,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1970_10,1970,10,Italian Grand Prix,1970-09-06,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1970_11,1970,11,Canadian Grand Prix,1970-09-20,tremblant,Circuit Mont-Tremblant,Canada,46.1877,-74.6099
1970_12,1970,12,United States Grand Prix,1970-10-04,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1970_13,1970,13,Mexican Grand Prix,1970-10-25,rodriguez,Autódromo Hermanos Rodríguez,Mexico,19.4042,-99.0907
1971_1,1971,1,South African Grand Prix,1971-03-06,kyalami,Kyalami,South Africa,-25.9894,28.0767
1971_2,1971,2,Spanish Grand Prix,1971-04-18,montjuic,Montjuïc,Spain,41.3664,2.15167
1971_3,1971,3,Monaco Grand Prix,1971-05-23,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1971_4,1971,4,Dutch Grand Prix,1971-06-20,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1971_5,1971,5,French Grand Prix,1971-07-04,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1971_6,1971,6,British Grand Prix,1971-07-17,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1971_7,1971,7,German Grand Prix,1971-08-01,nurburgring,Nürburgring,Germany,50.3356,6.9475
1971_8,1971,8,Austrian Grand Prix,1971-08-15,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1971_9,1971,9,Italian Grand Prix,1971-09-05,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1971_10,1971,10,Canadian Grand Prix,1971-09-19,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1971_11,1971,11,United States Grand Prix,1971-10-03,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1972_1,1972,1,Argentine Grand Prix,1972-01-23,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1972_2,1972,2,South African Grand Prix,1972-03-04,kyalami,Kyalami,South Africa,-25.9894,28.0767
1972_3,1972,3,Spanish Grand Prix,1972-05-01,jarama,Jarama,Spain,40.6171,-3.58558
1972_4,1972,4,Monaco Grand Prix,1972-05-14,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1972_5,1972,5,Belgian Grand Prix,1972-06-04,nivelles,Nivelles-Baulers,Belgium,50.6211,4.32694
1972_6,1972,6,French Grand Prix,1972-07-02,charade,Charade Circuit,France,45.7472,3.03889
1972_7,1972,7,British Grand Prix,1972-07-15,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1972_8,1972,8,German Grand Prix,1972-07-30,nurburgring,Nürburgring,Germany,50.3356,6.9475
1972_9,1972,9,Austrian Grand Prix,1972-08-13,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1972_10,1972,10,Italian Grand Prix,1972-09-10,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1972_11,1972,11,Canadian Grand Prix,1972-09-24,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1972_12,1972,12,United States Grand Prix,1972-10-08,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1973_1,1973,1,Argentine Grand Prix,1973-01-28,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1973_2,1973,2,Brazilian Grand Prix,1973-02-11,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1973_3,1973,3,South African Grand Prix,1973-03-03,kyalami,Kyalami,South Africa,-25.9894,28.0767
1973_4,1973,4,Spanish Grand Prix,1973-04-29,montjuic,Montjuïc,Spain,41.3664,2.15167
1973_5,1973,5,Belgian Grand Prix,1973-05-20,zolder,Zolder,Belgium,50.9894,5.25694
1973_6,1973,6,Monaco Grand Prix,1973-06-03,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1973_7,1973,7,Swedish Grand Prix,1973-06-17,anderstorp,Scandinavian Raceway,Sweden,57.2653,13.6042
1973_8,1973,8,French Grand Prix,1973-07-01,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1973_9,1973,9,British Grand Prix,1973-07-14,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1973_10,1973,10,Dutch Grand Prix,1973-07-29,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1973_11,1973,11,German Grand Prix,1973-08-05,nurburgring,Nürburgring,Germany,50.3356,6.9475
1973_12,1973,12,Austrian Grand Prix,1973-08-19,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1973_13,1973,13,Italian Grand Prix,1973-09-09,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1973_14,1973,14,Canadian Grand Prix,1973-09-23,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1973_15,1973,15,United States Grand Prix,1973-10-07,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1974_1,1974,1,Argentine Grand Prix,1974-01-13,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1974_2,1974,2,Brazilian Grand Prix,1974-01-27,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1974_3,1974,3,South African Grand Prix,1974-03-30,kyalami,Kyalami,South Africa,-25.9894,28.0767
1974_4,1974,4,Spanish Grand Prix,1974-04-28,jarama,Jarama,Spain,40.6171,-3.58558
1974_5,1974,5,Belgian Grand Prix,1974-05-12,nivelles,Nivelles-Baulers,Belgium,50.6211,4.32694
1974_6,1974,6,Monaco Grand Prix,1974-05-26,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1974_7,1974,7,Swedish Grand Prix,1974-06-09,anderstorp,Scandinavian Raceway,Sweden,57.2653,13.6042
1974_8,1974,8,Dutch Grand Prix,1974-06-23,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1974_9,1974,9,French Grand Prix,1974-07-07,dijon,Dijon-Prenois,France,47.3625,4.89913
1974_10,1974,10,British Grand Prix,1974-07-20,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1974_11,1974,11,German Grand Prix,1974-08-04,nurburgring,Nürburgring,Germany,50.3356,6.9475
1974_12,1974,12,Austrian Grand Prix,1974-08-18,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1974_13,1974,13,Italian Grand Prix,1974-09-08,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1974_14,1974,14,Canadian Grand Prix,1974-09-22,mosport,Mosport International Raceway,Canada,44.0481,-78.6756
1974_15,1974,15,United States Grand Prix,1974-10-06,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1975_1,1975,1,Argentine Grand Prix,1975-01-12,galvez,Autódromo Juan y Oscar Gálvez,Argentina,-34.6943,-58.4593
1975_2,1975,2,Brazilian Grand Prix,1975-01-26,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1975_3,1975,3,South African Grand Prix,1975-03-01,kyalami,Kyalami,South Africa,-25.9894,28.0767
1975_4,1975,4,Spanish Grand Prix,1975-04-27,montjuic,Montjuïc,Spain,41.3664,2.15167
1975_5,1975,5,Monaco Grand Prix,1975-05-11,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1975_6,1975,6,Belgian Grand Prix,1975-05-25,zolder,Zolder,Belgium,50.9894,5.25694
1975_7,1975,7,Swedish Grand Prix,1975-06-08,anderstorp,Scandinavian Raceway,Sweden,57.2653,13.6042
1975_8,1975,8,Dutch Grand Prix,1975-06-22,zandvoort,Circuit Park Zandvoort,Netherlands,52.3888,4.54092
1975_9,1975,9,French Grand Prix,1975-07-06,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1975_10,1975,10,British Grand Prix,1975-07-19,silverstone,Silverstone Circuit,UK,52.0786,-1.01694
1975_11,1975,11,German Grand Prix,1975-08-03,nurburgring,Nürburgring,Germany,50.3356,6.9475
1975_12,1975,12,Austrian Grand Prix,1975-08-17,red_bull_ring,Red Bull Ring,Austria,47.2197,14.7647
1975_13,1975,13,Italian Grand Prix,1975-09-07,monza,Autodromo Nazionale di Monza,Italy,45.6156,9.28111
1975_14,1975,14,United States Grand Prix,1975-10-05,watkins_glen,Watkins Glen,USA,42.3369,-76.9272
1976_1,1976,1,Brazilian Grand Prix,1976-01-25,interlagos,Autódromo José Carlos Pace,Brazil,-23.7036,-46.6997
1976_2,1976,2,South African Grand Prix,1976-03-06,kyalami,Kyalami,South Africa,-25.9894,28.0767
1976_3,1976,3,United States Grand Prix West,1976-03-28,long_beach,Long Beach,USA,33.7651,-118.189
1976_4,1976,4,Spanish Grand Prix,1976-05-02,jarama,Jarama,Spain,40.6171,-3.58558
1976_5,1976,5,Belgian Grand Prix,1976-05-16,zolder,Zolder,Belgium,50.9894,5.25694
1976_6,1976,6,Monaco Grand Prix,1976-05-30,monaco,Circuit de Monaco,Monaco,43.7347,7.42056
1976_7,1976,7,Swedish Grand Prix,1976-06-13,anderstorp,Scandinavian Raceway,Sweden,57.2653,13.6042
1976_8,1976,8,French Grand Prix,1976-07-04,ricard,Circuit Paul Ricard,France,43.2506,5.79167
1976_9,1976,9,British Grand Prix,1976-07-18,brands_hatch,Brands Hatch,UK,51.3569,0.263056
1976_10,1976,10,German Grand Prix,1976-08-01,nurburgring,Nürburgring,Germany,50.3356,6.9475
